model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 T-Cross,2019,Automatic,2679,Petrol,145,45.6,1,23495
 T-Cross,2019,Manual,3330,Diesel,150,52.3,1.6,19995
 T-Cross,2019,Manual,3500,Diesel,145,52.3,1.6,21995
 T-Cross,2019,Manual,6530,Petrol,145,47.9,1,20899
 T-Cross,2020,Manual,2000,Diesel,145,53.3,1.6,20499
 T-Cross,2020,Manual,100,Diesel,145,53.3,1.6,20990
 T-Cross,2019,Manual,350,Petrol,145,47.9,1,20725
 T-Cross,2020,Automatic,10,Petrol,145,45.6,1,22901
 T-Cross,2020,Manual,294,Petrol,150,47.9,1,18745
 T-Cross,2019,Manual,337,Petrol,145,47.9,1,18945
 T-Cross,2020,Manual,227,Petrol,150,47.9,1,20995
 T-Cross,2020,Manual,1306,Diesel,145,52.3,1.6,19999
 T-Cross,2019,Manual,2485,Petrol,150,48.7,1,17995
 T-Cross,2019,Automatic,6253,Petrol,145,45.6,1,21298
 T-Cross,2020,Manual,2636,Petrol,145,47.9,1,19250
 T-Cross,2020,Manual,1877,Petrol,145,47.9,1,19250
 T-Cross,2019,Manual,3714,Diesel,145,52.3,1.6,19250
 T-Cross,2020,Manual,2000,Petrol,145,47.9,1,19500
 T-Cross,2020,Automatic,1598,Petrol,145,45.6,1,20490
 T-Cross,2019,Manual,2565,Petrol,145,48.7,1,18185
 T-Cross,2019,Manual,5053,Petrol,145,47.9,1,17890
 T-Cross,2020,Manual,2000,Petrol,150,47.9,1,21995
 T-Cross,2020,Automatic,2000,Petrol,145,45.6,1,24995
 T-Cross,2019,Manual,3078,Petrol,145,47.9,1,18382
 T-Cross,2019,Manual,6000,Diesel,145,53.3,1.6,17150
 T-Cross,2020,Manual,3000,Diesel,145,52.3,1.6,22750
 T-Cross,2019,Manual,1035,Petrol,145,47.9,1,18806
 T-Cross,2019,Manual,2830,Petrol,145,48.7,1,17495
 T-Cross,2019,Manual,3492,Petrol,150,47.9,1,18841
 T-Cross,2019,Automatic,279,Petrol,150,45.6,1,19990
 T-Cross,2019,Automatic,9410,Petrol,145,45.6,1,18300
 T-Cross,2019,Automatic,3508,Diesel,145,51.4,1.6,19597
 T-Cross,2019,Manual,2564,Petrol,145,47.9,1,18587
 T-Cross,2019,Manual,2000,Petrol,145,47.9,1,20995
 T-Cross,2020,Manual,2255,Petrol,145,47.9,1,22491
 T-Cross,2019,Manual,10740,Petrol,145,47.9,1,17704
 T-Cross,2019,Automatic,5148,Petrol,145,45.6,1,20590
 T-Cross,2019,Manual,3267,Diesel,145,53.3,1.6,19680
 T-Cross,2019,Manual,339,Petrol,145,47.9,1,18950
 T-Cross,2019,Manual,5086,Petrol,145,47.9,1,21132
 T-Cross,2020,Manual,420,Petrol,145,47.9,1,22491
 T-Cross,2019,Manual,2575,Petrol,150,47.9,1,18222
 T-Cross,2019,Automatic,2169,Petrol,145,45.6,1,19391
 T-Cross,2020,Automatic,1155,Petrol,145,45.6,1,23500
 T-Cross,2019,Automatic,4500,Diesel,145,51.4,1.6,19995
 T-Cross,2019,Manual,1000,Petrol,145,47.9,1,21795
 T-Cross,2019,Manual,6,Petrol,145,47.9,1,19498
 T-Cross,2019,Automatic,3966,Diesel,145,51.4,1.6,20744
 T-Cross,2019,Manual,3500,Petrol,145,47.9,1,21142
 T-Cross,2020,Manual,2500,Diesel,145,52.3,1.6,20990
 T-Cross,2019,Manual,3378,Petrol,145,47.9,1,18100
 T-Cross,2019,Manual,4240,Diesel,145,52.3,1.6,22990
 T-Cross,2019,Manual,6642,Diesel,145,52.3,1.6,21991
 T-Cross,2019,Manual,2694,Petrol,145,47.9,1,21875
 T-Cross,2019,Automatic,2945,Petrol,145,45.6,1,19990
 T-Cross,2020,Automatic,1140,Petrol,145,45.6,1,23990
 T-Cross,2019,Manual,6584,Petrol,145,47.9,1,17190
 T-Cross,2019,Manual,3084,Diesel,145,53.3,1.6,17790
 T-Cross,2020,Manual,3500,Diesel,145,53.3,1.6,19590
 T-Cross,2020,Manual,3500,Petrol,145,47.9,1,19990
 T-Cross,2020,Manual,2000,Diesel,150,53.3,1.6,20000
 T-Cross,2020,Automatic,1728,Petrol,145,45.6,1,22000
 T-Cross,2020,Manual,2000,Diesel,145,52.3,1.6,22500
 T-Cross,2019,Automatic,3000,Diesel,145,51.4,1.6,19350
 T-Cross,2020,Manual,2000,Diesel,145,52.3,1.6,23500
 T-Cross,2019,Manual,3200,Petrol,145,47.9,1,17990
 T-Cross,2019,Manual,50,Petrol,145,48.7,1,18191
 T-Cross,2019,Manual,3136,Petrol,145,47.9,1,18490
 T-Cross,2019,Manual,1978,Petrol,145,48.7,1,16890
 T-Cross,2019,Manual,7462,Petrol,145,47.9,1,19990
 T-Cross,2020,Automatic,1691,Petrol,150,45.6,1,23190
 T-Cross,2019,Semi-Auto,2000,Petrol,145,45.6,1,19495
 T-Cross,2019,Manual,3596,Petrol,145,47.9,1,17295
 T-Cross,2019,Automatic,4675,Petrol,145,45.6,1,19490
 T-Cross,2019,Manual,4834,Petrol,150,47.9,1,17990
 T-Cross,2020,Manual,1500,Diesel,145,53.3,1.6,21495
 T-Cross,2019,Automatic,7500,Diesel,145,51.4,1.6,19250
 T-Cross,2019,Manual,1547,Diesel,145,53.3,1.6,16995
 T-Cross,2019,Manual,3305,Diesel,145,53.3,1.6,16995
 T-Cross,2019,Manual,6209,Petrol,145,47.9,1,17987
 T-Cross,2019,Manual,4509,Diesel,145,52.3,1.6,20990
 T-Cross,2019,Manual,5111,Petrol,145,47.9,1,17890
 T-Cross,2019,Manual,2826,Petrol,145,47.9,1,19034
 T-Cross,2019,Automatic,3467,Petrol,150,45.6,1,22990
 T-Cross,2019,Manual,7753,Petrol,145,47.9,1,19995
 T-Cross,2019,Manual,5000,Petrol,145,47.9,1,18225
 T-Cross,2019,Automatic,6242,Petrol,145,45.6,1,22950
 T-Cross,2020,Manual,10,Diesel,145,53.3,1.6,19990
 T-Cross,2020,Manual,10,Diesel,145,52.3,1.6,23990
 T-Cross,2019,Manual,4774,Diesel,145,52.3,1.6,18990
 T-Cross,2020,Automatic,2000,Petrol,145,45.6,1,21642
 T-Cross,2019,Manual,100,Diesel,145,52.3,1.6,23990
 T-Cross,2019,Automatic,1218,Petrol,145,45.6,1,20490
 T-Cross,2019,Manual,962,Petrol,145,48.7,1,18990
 T-Cross,2020,Manual,691,Petrol,145,47.9,1,18990
 T-Cross,2019,Automatic,4413,Petrol,145,45.6,1,18690
 T-Cross,2019,Manual,6127,Diesel,145,53.3,1.6,16990
 T-Cross,2019,Manual,3514,Petrol,145,47.9,1,18195
 T-Cross,2019,Automatic,11000,Petrol,145,45.6,1,19990
 T-Cross,2020,Manual,5000,Diesel,145,52.3,1.6,20990
 T-Cross,2019,Manual,5225,Petrol,145,48.7,1,17990
 T-Cross,2019,Manual,99,Petrol,145,48.7,1,17150
 T-Cross,2019,Manual,4489,Petrol,145,48.7,1,17100
 T-Cross,2019,Manual,10387,Diesel,145,53.3,1.6,17950
 T-Cross,2019,Automatic,6456,Petrol,145,45.6,1,19479
 T-Cross,2019,Manual,4812,Petrol,150,47.9,1,19790
 T-Cross,2019,Automatic,4458,Petrol,145,45.6,1,19890
 T-Cross,2019,Manual,5400,Petrol,145,47.9,1,17890
 T-Cross,2019,Automatic,2305,Petrol,150,45.6,1,19590
 T-Cross,2020,Manual,1610,Petrol,145,47.9,1,19990
 T-Cross,2020,Automatic,1000,Petrol,150,45.6,1,21980
 T-Cross,2019,Manual,5000,Diesel,145,52.3,1.6,22450
 T-Cross,2019,Manual,1299,Petrol,145,47.9,1,20850
 T-Cross,2019,Manual,1214,Petrol,145,47.9,1,18450
 T-Cross,2019,Automatic,3435,Diesel,145,51.4,1.6,19250
 T-Cross,2020,Manual,7000,Diesel,145,52.3,1.6,23950
 T-Cross,2019,Automatic,6180,Petrol,145,45.6,1,19680
 T-Cross,2019,Automatic,2667,Petrol,150,45.6,1,22991
 T-Cross,2019,Manual,3130,Diesel,145,53.3,1.6,18950
 T-Cross,2019,Automatic,2940,Diesel,145,51.4,1.6,19450
 T-Cross,2019,Manual,7039,Petrol,145,47.9,1,20290
 T-Cross,2019,Automatic,4000,Petrol,145,45.6,1,19890
 T-Cross,2020,Manual,1000,Petrol,145,47.9,1,19490
 T-Cross,2019,Manual,8,Diesel,145,52.3,1.6,20480
 T-Cross,2019,Manual,4358,Petrol,145,47.9,1,19980
 T-Cross,2020,Manual,6000,Petrol,145,47.9,1,22990
 T-Cross,2019,Manual,2500,Petrol,145,47.9,1,21000
 T-Cross,2019,Manual,4673,Petrol,145,47.9,1,18500
 T-Cross,2019,Manual,7248,Petrol,150,47.9,1,20990
 T-Cross,2019,Manual,5999,Petrol,145,47.9,1,17490
 T-Cross,2019,Manual,5560,Petrol,145,47.9,1,17290
 T-Cross,2019,Automatic,30431,Petrol,145,45.6,1,22990
 T-Cross,2019,Automatic,3428,Petrol,145,45.6,1,19890
 T-Cross,2019,Automatic,4570,Petrol,145,45.6,1,22980
 T-Cross,2019,Automatic,2010,Petrol,145,45.6,1,18980
 T-Cross,2019,Manual,2278,Petrol,145,47.9,1,17980
 T-Cross,2020,Automatic,450,Petrol,145,45.6,1,23980
 T-Cross,2019,Manual,5999,Petrol,145,47.9,1,20490
 T-Cross,2019,Automatic,100,Diesel,145,51.4,1.6,22850
 T-Cross,2019,Manual,100,Diesel,145,53.3,1.6,18450
 T-Cross,2019,Automatic,6000,Petrol,145,45.6,1,19975
 T-Cross,2019,Manual,1000,Diesel,145,52.3,1.6,19850
 T-Cross,2019,Manual,4082,Petrol,145,48.7,1,17490
 T-Cross,2020,Manual,600,Petrol,145,47.9,1,18980
 T-Cross,2019,Manual,6000,Petrol,145,47.9,1,18225
 T-Cross,2019,Automatic,6000,Petrol,145,45.6,1,19990
 T-Cross,2020,Semi-Auto,5000,Petrol,145,45.6,1,24490
 T-Cross,2019,Manual,4082,Petrol,145,48.7,1,17490
 T-Cross,2019,Automatic,3022,Petrol,150,45.6,1,20591
 T-Cross,2019,Automatic,2687,Petrol,145,45.6,1,19290
 T-Cross,2019,Manual,3540,Petrol,145,47.9,1,20596
 T-Cross,2019,Automatic,2791,Petrol,145,45.6,1,20896
 T-Cross,2019,Manual,12560,Petrol,145,47.9,1,18980
 T-Cross,2019,Manual,3905,Petrol,145,47.9,1,17666
 T-Cross,2019,Manual,4788,Petrol,145,47.9,1,19614
 T-Cross,2019,Manual,4500,Petrol,145,47.9,1,20504
 T-Cross,2019,Manual,691,Petrol,150,48.7,1,17999
 T-Cross,2019,Manual,2000,Petrol,145,47.9,1,19950
 T-Cross,2020,Manual,1500,Diesel,145,53.3,1.6,17750
 T-Cross,2019,Automatic,2500,Petrol,145,45.6,1,19400
 T-Cross,2020,Automatic,2500,Diesel,145,51.4,1.6,18990
 T-Cross,2019,Manual,5000,Diesel,145,53.3,1.6,20850
 T-Cross,2019,Manual,2500,Diesel,145,52.3,1.6,19000
 T-Cross,2019,Manual,2349,Petrol,145,47.9,1,18000
 T-Cross,2019,Manual,2999,Petrol,145,48.7,1,17000
 T-Cross,2020,Automatic,1754,Petrol,150,45.6,1,20490
 T-Cross,2020,Manual,5250,Petrol,145,48.7,1,18990
 T-Cross,2019,Automatic,3461,Petrol,145,45.6,1,19999
 T-Cross,2020,Manual,2500,Petrol,145,47.9,1,18995
 T-Cross,2020,Automatic,4616,Petrol,145,45.6,1,23990
 T-Cross,2020,Automatic,3600,Petrol,145,45.6,1,20490
 T-Cross,2019,Manual,3102,Petrol,145,47.9,1,19490
 T-Cross,2019,Automatic,6000,Diesel,145,51.4,1.6,19990
 T-Cross,2019,Manual,1900,Petrol,145,47.9,1,19495
 T-Cross,2019,Manual,1300,Petrol,145,47.9,1,19495
 T-Cross,2019,Manual,2500,Petrol,145,47.9,1,19495
 T-Cross,2020,Automatic,500,Petrol,145,45.6,1,21495
 T-Cross,2019,Manual,3500,Petrol,145,47.9,1,17995
 T-Cross,2019,Manual,6000,Petrol,145,47.9,1,20481
 T-Cross,2020,Automatic,3000,Petrol,150,45.6,1,24990
 T-Cross,2019,Manual,4895,Petrol,145,47.9,1,17995
 T-Cross,2020,Automatic,565,Petrol,145,45.6,1,21999
 T-Cross,2019,Automatic,2000,Petrol,145,45.6,1,19966
 T-Cross,2019,Manual,3000,Petrol,145,48.7,1,17995
 T-Cross,2019,Manual,1500,Petrol,145,48.7,1,17654
 T-Cross,2019,Manual,50,Petrol,145,47.9,1,19420
 T-Cross,2020,Manual,2684,Petrol,150,48.7,1,19450
 T-Cross,2019,Manual,11000,Petrol,145,48.7,1,17899
 T-Cross,2019,Manual,5000,Petrol,145,47.9,1,17999
 T-Cross,2019,Manual,2707,Petrol,145,47.9,1,19753
 T-Cross,2019,Manual,3102,Petrol,145,47.9,1,17987
 T-Cross,2019,Automatic,3101,Petrol,145,45.6,1,19788
 T-Cross,2019,Manual,4000,Petrol,145,47.9,1,16993
 T-Cross,2019,Automatic,3800,Diesel,145,51.4,1.6,17997
 T-Cross,2019,Automatic,2648,Diesel,145,51.4,1.6,19393
 T-Cross,2019,Manual,2821,Petrol,145,47.9,1,17993
 T-Cross,2019,Automatic,4397,Petrol,145,45.6,1,19688
 T-Cross,2019,Manual,1873,Diesel,145,53.3,1.6,19995
 T-Cross,2020,Manual,1478,Petrol,145,47.9,1,22990
 T-Cross,2019,Manual,2700,Diesel,145,52.3,1.6,20500
 T-Cross,2019,Automatic,3000,Petrol,145,45.6,1,19850
 T-Cross,2019,Manual,8750,Petrol,145,47.9,1,17950
 T-Cross,2019,Manual,1000,Petrol,150,47.9,1,21000
 T-Cross,2019,Manual,250,Petrol,145,47.9,1,18399
 T-Cross,2019,Semi-Auto,5000,Diesel,145,51.4,1.6,19000
 T-Cross,2019,Manual,3989,Diesel,145,52.3,1.6,19999
 T-Cross,2020,Manual,3152,Petrol,145,47.9,1,18999
 T-Cross,2019,Manual,7000,Diesel,145,52.3,1.6,19999
 T-Cross,2019,Manual,7421,Diesel,145,52.3,1.6,19499
 T-Cross,2019,Manual,793,Diesel,145,53.3,1.6,17999
 T-Cross,2019,Manual,3526,Petrol,145,47.9,1,17444
 T-Cross,2019,Automatic,1000,Petrol,145,45.6,1,20750
 T-Cross,2019,Manual,3558,Petrol,145,47.9,1,20699
 T-Cross,2020,Manual,1910,Petrol,145,48.7,1,20299
 T-Cross,2019,Manual,1645,Petrol,145,47.9,1,17999
 T-Cross,2020,Automatic,445,Petrol,145,45.6,1,20450
 T-Cross,2019,Manual,1155,Petrol,150,47.9,1,17875
 T-Cross,2020,Automatic,895,Petrol,150,45.6,1,20675
 T-Cross,2019,Manual,5000,Diesel,145,52.3,1.6,19950
 T-Cross,2019,Manual,6000,Diesel,145,52.3,1.6,18450
 T-Cross,2019,Manual,4587,Diesel,145,52.3,1.6,18990
 T-Cross,2020,Automatic,69,Petrol,145,45.6,1,20990
 T-Cross,2020,Automatic,1000,Petrol,150,45.6,1,25990
 T-Cross,2019,Manual,3419,Diesel,145,53.3,1.6,16990
 T-Cross,2020,Manual,1006,Petrol,145,47.9,1,20996
 T-Cross,2020,Automatic,100,Petrol,150,45.6,1,21490
 T-Cross,2019,Automatic,2900,Petrol,145,45.6,1,19990
 T-Cross,2019,Manual,8024,Diesel,145,52.3,1.2,19790
 T-Cross,2020,Manual,3882,Diesel,145,53.3,1.6,17490
 T-Cross,2019,Manual,7546,Diesel,145,52.3,1.2,19490
 T-Cross,2020,Manual,992,Diesel,145,53.3,1.6,19790
 T-Cross,2019,Manual,6500,Diesel,145,53.3,1.6,20490
 T-Cross,2020,Manual,3000,Petrol,145,47.9,1,19000
 T-Cross,2020,Manual,3000,Petrol,145,47.9,1,18890
 T-Cross,2020,Automatic,4212,Petrol,145,45.6,1,22000
 T-Cross,2020,Automatic,1000,Petrol,145,45.6,1,22880
 T-Cross,2020,Manual,5000,Other,145,47.9,1,22999
 Polo,2016,Manual,20706,Petrol,20,60.1,1.2,10590
 Polo,2017,Manual,15979,Petrol,145,60.1,1.2,10491
 Polo,2017,Automatic,30989,Petrol,150,60.1,1.2,11291
 Polo,2017,Manual,16650,Petrol,150,60.1,1.2,10891
 Polo,2016,Manual,16529,Petrol,20,60.1,1.2,10000
 Polo,2016,Manual,24312,Petrol,20,58.9,1,9000
 Polo,2015,Manual,22908,Petrol,20,60.1,1.2,10000
 Polo,2019,Automatic,5421,Petrol,145,39.8,2,18493
 Polo,2016,Automatic,20000,Petrol,20,60.1,1.2,11495
 Polo,2014,Automatic,14500,Petrol,20,60.1,1.2,10000
 Polo,2015,Manual,61079,Petrol,20,60.1,1,6395
 Polo,2017,Manual,27147,Petrol,145,60.1,1.2,9490
 Polo,2014,Manual,23500,Petrol,20,60.1,1,7990
 Polo,2016,Automatic,19871,Petrol,20,60.1,1.2,11791
 Polo,2014,Automatic,26599,Petrol,150,47.9,1.4,9491
 Polo,2016,Semi-Auto,4383,Petrol,20,60.1,1.2,11495
 Polo,2016,Manual,19000,Petrol,20,60.1,1,8795
 Polo,2016,Manual,16088,Petrol,20,60.1,1,9498
 Polo,2017,Manual,28228,Petrol,150,60.1,1.2,9750
 Polo,2019,Manual,1758,Petrol,145,52.3,1,16995
 Polo,2017,Manual,23655,Petrol,145,60.1,1.2,9995
 Polo,2015,Manual,22731,Petrol,20,60.1,1,8495
 Polo,2016,Manual,31725,Petrol,20,58.9,1,9495
 Polo,2017,Manual,20084,Petrol,20,60.1,1,9495
 Polo,2016,Manual,48000,Petrol,20,60.1,1.2,8795
 Polo,2017,Manual,14735,Petrol,20,60.1,1,9695
 Polo,2017,Manual,28994,Petrol,20,60.1,1,9495
 Polo,2016,Semi-Auto,4937,Petrol,20,60.1,1.2,11698
 Polo,2016,Manual,21818,Petrol,0,68.9,1,9498
 Polo,2017,Manual,9045,Petrol,20,60.1,1,10995
 Polo,2016,Manual,16822,Petrol,20,60.1,1,8995
 Polo,2017,Manual,22357,Petrol,20,60.1,1.2,11295
 Polo,2019,Manual,4210,Petrol,145,48.7,1,11995
 Polo,2019,Manual,3149,Petrol,145,48.7,1,12695
 Polo,2019,Manual,3500,Petrol,145,48.7,1,11995
 Polo,2017,Manual,34030,Petrol,20,60.1,1.2,10295
 Polo,2017,Manual,7279,Petrol,145,58.9,1,11295
 Polo,2017,Manual,9126,Petrol,145,60.1,1.2,11695
 Polo,2019,Manual,3112,Petrol,145,48.7,1,11995
 Polo,2019,Manual,565,Petrol,145,52.3,1,14995
 Polo,2019,Manual,10,Petrol,145,52.3,1,14995
 Polo,2019,Manual,1036,Petrol,145,48.7,1,15895
 Polo,2019,Manual,10,Petrol,145,48.7,1,15485
 Polo,2019,Manual,3323,Petrol,145,48.7,1,15895
 Polo,2019,Manual,3205,Petrol,145,52.3,1,15985
 Polo,2020,Manual,10,Petrol,145,47.9,1,16285
 Polo,2016,Manual,15322,Petrol,20,58.9,1,9295
 Polo,2016,Manual,20930,Petrol,20,58.9,1,9795
 Polo,2016,Manual,31203,Petrol,20,58.9,1,8995
 Polo,2017,Manual,31553,Petrol,145,60.1,1,9298
 Polo,2017,Manual,16362,Petrol,20,60.1,1.2,10995
 Polo,2018,Manual,2665,Petrol,145,52.3,1,12995
 Polo,2019,Manual,2042,Petrol,145,52.3,1,14995
 Polo,2017,Manual,19864,Petrol,145,60.1,1.2,10998
 Polo,2017,Manual,13015,Petrol,145,60.1,1.2,11698
 Polo,2019,Manual,2576,Petrol,145,52.3,1,15985
 Polo,2019,Manual,791,Petrol,145,48.7,1,14985
 Polo,2016,Manual,10768,Diesel,0,60.1,1.4,10995
 Polo,2019,Manual,5771,Petrol,145,52.3,1,14485
 Polo,2019,Manual,3453,Petrol,145,48.7,1,12485
 Polo,2019,Manual,1606,Petrol,145,52.3,1,15985
 Polo,2019,Manual,2057,Petrol,145,52.3,1,15985
 Polo,2016,Manual,26561,Petrol,20,60.1,1,8995
 Polo,2019,Manual,2163,Petrol,145,48.7,1,13995
 Polo,2019,Manual,1984,Petrol,145,48.7,1,14485
 Polo,2016,Manual,24500,Petrol,20,60.1,1.2,9495
 Polo,2017,Manual,19560,Petrol,0,65.7,1,11495
 Polo,2016,Semi-Auto,40200,Petrol,20,60.1,1.2,9995
 Polo,2019,Manual,2133,Petrol,145,48.7,1,13885
 Polo,2019,Manual,1268,Petrol,145,52.3,1,14495
 Polo,2017,Semi-Auto,11031,Petrol,145,60.1,1.2,12298
 Polo,2016,Manual,37000,Petrol,0,65.7,1,10400
 Polo,2015,Manual,24162,Diesel,0,83.1,1.4,8500
 Polo,2018,Manual,21998,Petrol,150,64.2,1,12000
 Polo,2018,Manual,16800,Petrol,150,64.2,1,12495
 Polo,2018,Manual,3582,Petrol,145,48.7,1,11998
 Polo,2018,Manual,5362,Petrol,145,52.3,1,13885
 Polo,2015,Manual,33405,Petrol,20,60.1,1.2,8690
 Polo,2017,Manual,26122,Petrol,150,60.1,1.2,9995
 Polo,2016,Manual,18808,Petrol,150,47,1.8,13995
 Polo,2017,Semi-Auto,13525,Petrol,20,60.1,1.2,12995
 Polo,2013,Manual,27790,Petrol,125,51.4,1.2,6995
 Polo,2013,Manual,29369,Petrol,125,51.4,1.2,6298
 Polo,2020,Semi-Auto,10,Petrol,145,45.6,1,18295
 Polo,2017,Manual,15215,Petrol,20,58.9,1,10295
 Polo,2019,Manual,1631,Petrol,145,49.6,1,16895
 Polo,2019,Manual,2550,Petrol,145,49.6,1,16495
 Polo,2016,Manual,17500,Petrol,20,60.1,1,8995
 Polo,2015,Manual,9142,Petrol,20,61.4,1.4,12495
 Polo,2016,Manual,29605,Petrol,20,60.1,1.2,9995
 Polo,2017,Manual,18171,Petrol,150,60.1,1.2,10495
 Polo,2019,Manual,5000,Petrol,145,47.9,1,14790
 Polo,2017,Manual,36647,Petrol,145,60.1,1.2,9495
 Polo,2019,Manual,3286,Petrol,145,48.7,1,12485
 Polo,2019,Manual,3004,Petrol,145,48.7,1,13485
 Polo,2019,Manual,4500,Petrol,145,52.3,1,15790
 Polo,2019,Manual,4500,Petrol,145,52.3,1,14990
 Polo,2019,Manual,4500,Petrol,145,47.9,1,14490
 Polo,2016,Manual,27303,Petrol,20,60.1,1.2,9995
 Polo,2016,Manual,41099,Petrol,20,60.1,1,7995
 Polo,2017,Manual,51376,Diesel,0,74.3,1.4,7790
 Polo,2019,Manual,7155,Petrol,145,52.3,1,13990
 Polo,2019,Manual,5000,Petrol,145,52.3,1,14290
 Polo,2019,Manual,5000,Petrol,145,52.3,1,12990
 Polo,2016,Manual,29742,Petrol,20,60.1,1.2,9290
 Polo,2019,Manual,5000,Petrol,145,52.3,1,14290
 Polo,2019,Manual,5000,Petrol,145,52.3,1,13290
 Polo,2020,Manual,10,Petrol,145,51.4,1,18490
 Polo,2015,Semi-Auto,20062,Petrol,20,58.9,1,10790
 Polo,2015,Manual,54201,Petrol,20,60.1,1.2,8190
 Polo,2017,Manual,22261,Petrol,20,60.1,1,9790
 Polo,2017,Semi-Auto,11494,Petrol,20,60.1,1.2,13490
 Polo,2018,Manual,8766,Petrol,145,64.2,1,12290
 Polo,2015,Manual,27099,Petrol,20,60.1,1.2,9790
 Polo,2020,Manual,10,Petrol,145,52.3,1,16990
 Polo,2017,Manual,12081,Petrol,145,60.1,1,10498
 Polo,2014,Manual,7672,Petrol,20,60.1,1,7698
 Polo,2015,Manual,32632,Petrol,20,60.1,1,7698
 Polo,2014,Manual,50426,Petrol,20,60.1,1,6498
 Polo,2017,Manual,10831,Petrol,20,60.1,1,10290
 Polo,2018,Manual,5257,Petrol,145,64.2,1,12290
 Polo,2018,Manual,17171,Petrol,145,64.2,1,11495
 Polo,2016,Manual,13910,Petrol,20,60.1,1.2,10495
 Polo,2019,Semi-Auto,5000,Petrol,145,46.3,1,15790
 Polo,2015,Automatic,18853,Petrol,20,60.1,1.2,10490
 Polo,2016,Semi-Auto,17011,Petrol,20,58.9,1,11990
 Polo,2019,Manual,2500,Petrol,145,51.4,1,16790
 Polo,2017,Manual,21857,Petrol,20,60.1,1,9495
 Polo,2020,Manual,10,Petrol,145,52.3,1,17290
 Polo,2018,Manual,12993,Petrol,150,62.8,1,12695
 Polo,2019,Manual,4303,Petrol,150,48.7,1,11495
 Polo,2017,Manual,26337,Petrol,145,60.1,1.2,9790
 Polo,2019,Semi-Auto,2711,Petrol,145,46.3,1,15990
 Polo,2017,Manual,11288,Petrol,145,60.1,1,10498
 Polo,2015,Manual,24504,Petrol,20,60.1,1,7998
 Polo,2016,Manual,23111,Petrol,20,60.1,1,8498
 Polo,2013,Manual,39296,Petrol,125,51.4,1.2,5998
 Polo,2016,Manual,41586,Petrol,20,60.1,1.2,8795
 Polo,2018,Manual,7327,Petrol,145,60.1,1,13895
 Polo,2019,Manual,11,Diesel,145,57.7,1.6,14950
 Polo,2019,Manual,46,Diesel,145,57.7,1.6,14950
 Polo,2019,Manual,8,Diesel,145,57.7,1.6,14950
 Polo,2019,Manual,77,Diesel,145,57.7,1.6,14950
 Polo,2019,Manual,74,Diesel,145,57.7,1.6,14950
 Polo,2019,Manual,14776,Petrol,145,52.3,1,13395
 Polo,2017,Semi-Auto,17120,Petrol,145,60.1,1.2,11999
 Polo,2020,Semi-Auto,1452,Petrol,145,45.6,1,17999
 Polo,2015,Manual,55644,Petrol,20,60.1,1,5995
 Polo,2015,Manual,37164,Petrol,150,47,1.8,11995
 Polo,2017,Manual,27111,Diesel,145,74.3,1.4,9698
 Polo,2016,Manual,19352,Petrol,20,60.1,1.2,9298
 Polo,2017,Manual,23058,Petrol,20,60.1,1,9498
 Polo,2016,Manual,25520,Petrol,0,65.7,1,10799
 Polo,2016,Semi-Auto,20856,Petrol,20,60.1,1.2,10999
 Polo,2018,Semi-Auto,22923,Petrol,145,47.9,2,16999
 Polo,2017,Manual,11508,Petrol,150,60.1,1,10495
 Polo,2017,Semi-Auto,6317,Petrol,145,60.1,1.2,13495
 Polo,2017,Manual,15218,Petrol,150,60.1,1,9995
 Polo,2017,Manual,20991,Petrol,150,60.1,1,10250
 Polo,2018,Manual,17306,Petrol,145,60.1,1,11295
 Polo,2019,Semi-Auto,5407,Petrol,145,39.8,2,18299
 Polo,2016,Manual,32928,Petrol,20,60.1,1.2,9799
 Polo,2017,Manual,18744,Petrol,145,60.1,1,10495
 Polo,2016,Manual,25476,Petrol,0,65.7,1,10495
 Polo,2016,Manual,16921,Petrol,20,60.1,1,9250
 Polo,2017,Manual,27785,Petrol,150,60.1,1.2,10495
 Polo,2020,Manual,3168,Petrol,150,47.9,1,13995
 Polo,2017,Semi-Auto,12000,Petrol,145,60.1,1.2,12995
 Polo,2018,Manual,7997,Petrol,145,58.9,1,12995
 Polo,2016,Semi-Auto,33958,Petrol,20,60.1,1.2,10495
 Polo,2017,Manual,9718,Petrol,150,60.1,1.2,11588
 Polo,2017,Manual,23260,Petrol,20,60.1,1,9495
 Polo,2017,Manual,28221,Diesel,145,74.3,1.4,11495
 Polo,2016,Manual,28404,Diesel,0,83.1,1.4,9495
 Polo,2018,Manual,7257,Petrol,145,51.4,1,15495
 Polo,2017,Manual,16153,Petrol,145,47,1.8,13000
 Polo,2014,Manual,20048,Petrol,20,60.1,1,7000
 Polo,2017,Semi-Auto,6317,Petrol,145,60.1,1.2,13495
 Polo,2016,Manual,16921,Petrol,20,60.1,1,9250
 Polo,2017,Semi-Auto,12000,Petrol,145,60.1,1.2,12995
 Polo,2017,Manual,28221,Diesel,145,74.3,1.4,11495
 Polo,2016,Manual,25476,Petrol,0,65.7,1,10495
 Polo,2018,Manual,7997,Petrol,145,58.9,1,12995
 Polo,2016,Semi-Auto,33958,Petrol,20,60.1,1.2,10495
 Polo,2017,Manual,18744,Petrol,145,60.1,1,10495
